hora_requisicao,codigo_linha,nome_linha,letreiro,codigo_onibus,x,y,hora_gps
11:42:00,34966,407J-10,METRÔ TATUAPÉ - JD. SOARES,48348,-46.403518000000005,-23.5540335,2025-09-12 14:41:37+00:00
11:42:00,34966,407J-10,METRÔ TATUAPÉ - JD. SOARES,48431,-46.40418275,-23.55371425,2025-09-12 14:41:49+00:00
11:42:00,33873,414P-10,TERM. NORTE METRÔ CARRÃO - VL. INDUSTRIAL,3117,-46.5296235,-23.6102795,2025-09-12 14:42:19+00:00
11:42:00,33873,414P-10,TERM. NORTE METRÔ CARRÃO - VL. INDUSTRIAL,55247,-46.5267595,-23.596200500000002,2025-09-12 14:42:08+00:00
11:42:00,33873,414P-10,TERM. NORTE METRÔ CARRÃO - VL. INDUSTRIAL,55062,-46.556990875,-23.5554921875,2025-09-12 14:41:56+00:00
11:42:00,33873,414P-10,TERM. NORTE METRÔ CARRÃO - VL. INDUSTRIAL,55041,-46.541396750000004,-23.57844125,2025-09-12 14:41:53+00:00
11:42:00,33873,414P-10,TERM. NORTE METRÔ CARRÃO - VL. INDUSTRIAL,55340,-46.563503,-23.5369965,2025-09-12 14:42:14+00:00
11:42:00,33873,414P-10,TERM. NORTE METRÔ CARRÃO - VL. INDUSTRIAL,55150,-46.53277175,-23.609536249999998,2025-09-12 14:42:05+00:00
11:42:00,33873,414P-10,TERM. NORTE METRÔ CARRÃO - VL. INDUSTRIAL,55183,-46.5738295,-23.5444145,2025-09-12 14:42:05+00:00
11:42:00,504,7545-10,PÇA. RAMOS DE AZEVEDO - JD. JOÃO XXIII,81265,-46.728567999999996,-23.57985875,2025-09-12 14:42:14+00:00
11:42:00,504,7545-10,PÇA. RAMOS DE AZEVEDO - JD. JOÃO XXIII,81392,-46.717406249999996,-23.5754435,2025-09-12 14:41:44+00:00
11:42:00,504,7545-10,PÇA. RAMOS DE AZEVEDO - JD. JOÃO XXIII,81246,-46.7627705,-23.587391500000003,2025-09-12 14:41:39+00:00
11:42:00,504,7545-10,PÇA. RAMOS DE AZEVEDO - JD. JOÃO XXIII,81502,-46.792030999999994,-23.6022835,2025-09-12 14:41:46+00:00
11:42:00,504,7545-10,PÇA. RAMOS DE AZEVEDO - JD. JOÃO XXIII,81396,-46.65510125,-23.550684750000002,2025-09-12 14:41:48+00:00
11:42:00,504,7545-10,PÇA. RAMOS DE AZEVEDO - JD. JOÃO XXIII,81248,-46.6425115,-23.5478925,2025-09-12 14:42:20+00:00
11:42:00,1637,573A-10,VL. ALPINA - METRÔ BRESSER,56348,-46.60696,-23.5472225,2025-09-12 14:42:14+00:00
11:42:00,1637,573A-10,VL. ALPINA - METRÔ BRESSER,56350,-46.60696,-23.5472225,2025-09-12 14:41:49+00:00
11:42:00,1637,573A-10,VL. ALPINA - METRÔ BRESSER,56205,-46.60696,-23.5472225,2025-09-12 14:42:03+00:00
11:42:00,1637,573A-10,VL. ALPINA - METRÔ BRESSER,56307,-46.58388075,-23.58713975,2025-09-12 14:41:44+00:00
11:42:00,1637,573A-10,VL. ALPINA - METRÔ BRESSER,56343,-46.5879145,-23.5695645,2025-09-12 14:41:58+00:00
11:42:00,1637,573A-10,VL. ALPINA - METRÔ BRESSER,56347,-46.60696,-23.5472225,2025-09-12 14:42:20+00:00
11:42:00,34856,9050-10,ITAIM BIBI - TERM. LAPA,82411,-46.7000465,-23.5197615,2025-09-12 14:41:36+00:00
11:42:00,34856,9050-10,ITAIM BIBI - TERM. LAPA,82505,-46.699078,-23.521465999999997,2025-09-12 14:42:15+00:00
11:42:00,34856,9050-10,ITAIM BIBI - TERM. LAPA,82449,-46.7038925,-23.5280445,2025-09-12 14:41:53+00:00
11:42:00,34856,9050-10,ITAIM BIBI - TERM. LAPA,82488,-46.6867535,-23.57730625,2025-09-12 14:41:38+00:00
11:42:00,34856,9050-10,ITAIM BIBI - TERM. LAPA,82441,-46.705246,-23.55220875,2025-09-12 14:41:55+00:00
11:42:00,565,178T-10,CEASA - METRÔ SANTANA,21028,-46.726546750000004,-23.52907725,2025-09-12 14:42:18+00:00
11:42:00,565,178T-10,CEASA - METRÔ SANTANA,21030,-46.7346275,-23.5313455,2025-09-12 14:42:05+00:00
11:42:00,565,178T-10,CEASA - METRÔ SANTANA,21017,-46.734446500000004,-23.5315425,2025-09-12 14:42:14+00:00
11:42:00,565,178T-10,CEASA - METRÔ SANTANA,21256,-46.734263999999996,-23.53174025,2025-09-12 14:42:18+00:00
11:42:00,565,178T-10,CEASA - METRÔ SANTANA,21989,-46.6277885,-23.4974705,2025-09-12 14:41:59+00:00
11:42:00,565,178T-10,CEASA - METRÔ SANTANA,21927,-46.73408,-23.531938750000002,2025-09-12 14:41:58+00:00
11:42:00,565,178T-10,CEASA - METRÔ SANTANA,21024,-46.734263999999996,-23.53174025,2025-09-12 14:41:40+00:00
11:42:00,565,178T-10,CEASA - METRÔ SANTANA,21031,-46.7061365,-23.498175500000002,2025-09-12 14:42:04+00:00
11:42:00,565,178T-10,CEASA - METRÔ SANTANA,21333,-46.671735125,-23.502220125,2025-09-12 14:42:10+00:00
11:42:00,34660,857R-10,ACLIMAÇÃO - TERM. CAMPO LIMPO,80161,-46.773642,-23.631026499999997,2025-09-12 14:41:44+00:00
11:42:00,34660,857R-10,ACLIMAÇÃO - TERM. CAMPO LIMPO,80234,-46.658570499999996,-23.559489125,2025-09-12 14:42:19+00:00
